id_igre,ime,konzola,ocena,tezavnost,dolzina,povezava
619315,Final Fantasy XIII-2,113,3.83,2.85,55.84,/ps3/619315-final-fantasy-xiii-2
710243,Ragnarok Odyssey ACE,113,3.83,3.45,70.10,/ps3/710243-ragnarok-odyssey-ace
573212,Metal Slug,78,3.83,3.35,10.00,/ps/573212-metal-slug
589413,Sonic Adventure DX: Director's Cut,99,3.83,2.92,28.85,/gamecube/589413-sonic-adventure-dx-directors-cut
631228,Dragon Age: Inquisition,113,3.83,3.01,71.79,/ps3/631228-dragon-age-inquisition
561229,Hitman 2: Silent Assassin,98,3.83,3.86,29.75,/xbox/561229-hitman-2-silent-assassin
668742,Senran Kagura Burst,116,3.83,2.88,37.77,/3ds/668742-senran-kagura-burst
927222,WWE Day of Reckoning 2,99,3.83,3.13,30.46,/gamecube/927222-wwe-day-of-reckoning-2
586543,Tiny Toon Adventures: Buster's Hidden Treasure,54,3.83,3.09,11.84,/genesis/586543-tiny-toon-adventures-busters-hidden-treasure
582454,Tom Clancy's Splinter Cell,99,3.83,3.61,17.08,/gamecube/582454-tom-clancys-splinter-cell
196841,Burning Rangers,76,3.83,3.19,10.13,/saturn/196841-burning-rangers
932650,Ridge Racer 7,113,3.83,3.39,36.45,/ps3/932650-ridge-racer-7
577345,The Oregon Trail,19,3.83,3.22,17.82,/pc/577345-the-oregon-trail
605365,DeathSpank: Thongs of Virtue,113,3.83,2.58,15.18,/ps3/605365-deathspank-thongs-of-virtue
588580,Pocky & Rocky 2,63,3.83,3.68,10.24,/snes/588580-pocky-and-rocky-2
942421,LEGO Indiana Jones: The Original Adventures,111,3.83,2.31,25.62,/xbox360/942421-lego-indiana-jones-the-original-adventures
920780,Wipeout Pure,109,3.83,3.41,29.26,/psp/920780-wipeout-pure
960292,WWE SmackDown vs. Raw 2010,113,3.83,2.68,33.34,/ps3/960292-wwe-smackdown-vs-raw-2010
181155,Danganronpa V3: Killing Harmony,120,3.83,2.81,46.54,/ps4/181155-danganronpa-v3-killing-harmony
167089,Fairy Fencer F,19,3.83,2.66,41.26,/pc/167089-fairy-fencer-f
924065,LEGO Star Wars,19,3.83,2.46,24.41,/pc/924065-lego-star-wars
561210,EverQuest II,19,3.83,3.27,80.00+,/pc/561210-everquest-ii
914917,Spider-Man 2,99,3.83,2.97,25.69,/gamecube/914917-spider-man-2
62643,Need for Speed III: Hot Pursuit,19,3.83,3.01,35.55,/pc/62643-need-for-speed-iii-hot-pursuit
927166,Jak X: Combat Racing,94,3.83,3.17,28.01,/ps2/927166-jak-x-combat-racing
943672,Brutal Legend,111,3.82,3.02,19.79,/xbox360/943672-brutal-legend
925735,Age of Empires III,19,3.82,3.04,42.76,/pc/925735-age-of-empires-iii
943952,LEGO Batman: The Videogame,111,3.82,2.40,25.14,/xbox360/943952-lego-batman-the-videogame
943657,Final Fantasy Crystal Chronicles: My Life as a King,114,3.82,2.64,35.91,/wii/943657-final-fantasy-crystal-chronicles-my-life-as-a-king
40873,Tomb Raider II,19,3.82,3.70,26.32,/pc/40873-tomb-raider-ii
953918,X-Men Origins: Wolverine,113,3.82,2.91,18.21,/ps3/953918-x-men-origins-wolverine
996719,WWE SmackDown vs. Raw 2011,113,3.82,2.74,38.44,/ps3/996719-wwe-smackdown-vs-raw-2011
673036,Scribblenauts Unlimited,118,3.82,2.22,24.11,/wii-u/673036-scribblenauts-unlimited
211498,A Plague Tale: Innocence,120,3.82,2.84,18.05,/ps4/211498-a-plague-tale-innocence
588511,NBA Jam,63,3.82,2.84,21.41,/snes/588511-nba-jam
190844,Atelier Firis: The Alchemist and the Mysterious Journey,120,3.82,2.93,65.38,/ps4/190844-atelier-firis-the-alchemist-and-the-mysterious-journey
555735,Final Fantasy XI,19,3.82,3.90,80.00+,/pc/555735-final-fantasy-xi
144567,Valkyrie Drive: Bhikkhuni,117,3.82,2.98,44.20,/vita/144567-valkyrie-drive-bhikkhuni
524168,The Last Blade 2: Heart of the Samurai,67,3.82,3.37,12.89,/dreamcast/524168-the-last-blade-2-heart-of-the-samurai
976799,Metal Slug XX,109,3.82,3.78,7.59,/psp/976799-metal-slug-xx
563514,Axelay,63,3.82,3.77,11.59,/snes/563514-axelay
960220,Guitar Hero 5,94,3.82,3.07,26.28,/ps2/960220-guitar-hero-5
605974,Asura's Wrath,113,3.82,2.75,16.06,/ps3/605974-asuras-wrath
991324,Spider-Man: Shattered Dimensions,111,3.82,2.98,15.73,/xbox360/991324-spider-man-shattered-dimensions
181816,Far Cry Primal,121,3.82,2.90,43.73,/xboxone/181816-far-cry-primal
199196,Vigilante 8: 2nd Offense,78,3.82,3.01,23.63,/ps/199196-vigilante-8-2nd-offense
587450,Metal Storm,41,3.82,3.85,6.41,/nes/587450-metal-storm
960619,ModNation Racers,113,3.82,3.12,31.51,/ps3/960619-modnation-racers
251055,Among Us,19,3.82,2.75,34.68,/pc/251055-among-us
958470,Resident Evil 5,19,3.82,3.10,22.45,/pc/958470-resident-evil-5
914995,DDRMAX2: Dance Dance Revolution,94,3.82,3.26,42.57,/ps2/914995-ddrmax2-dance-dance-revolution
932588,Marvel: Ultimate Alliance,94,3.82,2.88,30.15,/ps2/932588-marvel-ultimate-alliance
719737,Mad Max,121,3.82,3.03,47.28,/xboxone/719737-mad-max
519689,Metroid,41,3.82,3.90,13.64,/nes/519689-metroid
739525,Middle-earth: Shadow of Mordor,19,3.82,2.87,29.81,/pc/739525-middle-earth-shadow-of-mordor
627288,NHL 12,113,3.82,2.98,53.66,/ps3/627288-nhl-12
938211,Grand Theft Auto: Vice City Stories,94,3.82,3.13,40.95,/ps2/938211-grand-theft-auto-vice-city-stories
642453,Ragnarok Odyssey,117,3.82,3.40,58.15,/vita/642453-ragnarok-odyssey
334511,Ring of Red,94,3.82,3.79,58.53,/ps2/334511-ring-of-red
612247,LEGO Pirates of the Caribbean: The Video Game,114,3.82,2.69,33.27,/wii/612247-lego-pirates-of-the-caribbean-the-video-game
914915,Spider-Man 2,94,3.82,3.00,26.50,/ps2/914915-spider-man-2
960635,Dementium II,108,3.82,3.31,8.46,/ds/960635-dementium-ii
914763,Need for Speed Underground,99,3.82,3.15,28.98,/gamecube/914763-need-for-speed-underground
915115,Way of the Samurai 2,94,3.82,3.25,40.61,/ps2/915115-way-of-the-samurai-2
942955,Mafia II,111,3.82,3.06,18.32,/xbox360/942955-mafia-ii
920890,Black,94,3.82,3.61,21.25,/ps2/920890-black
714239,Wolfenstein: The New Order,113,3.82,3.18,20.63,/ps3/714239-wolfenstein-the-new-order
586489,StarFlight,54,3.82,3.48,35.89,/genesis/586489-starflight
533283,Cubivore: Survival of the Fittest,99,3.82,3.27,23.16,/gamecube/533283-cubivore-survival-of-the-fittest
563392,Bubble Bobble,41,3.82,3.29,11.08,/nes/563392-bubble-bobble
563425,Jackal,41,3.82,3.28,7.94,/nes/563425-jackal
919284,Sonic Adventure DX Director's Cut (2004),19,3.82,2.89,22.82,/pc/919284-sonic-adventure-dx-directors-cut-2004
211271,Life is Strange: Before the Storm,120,3.82,1.60,12.10,/ps4/211271-life-is-strange-before-the-storm
926985,Prince of Persia: The Two Thrones,94,3.82,3.23,19.59,/ps2/926985-prince-of-persia-the-two-thrones
193984,The Sims,19,3.82,2.55,64.70,/pc/193984-the-sims
246682,Untitled Goose Game,124,3.82,2.67,8.13,/switch/246682-untitled-goose-game
197467,Gradius III and IV,94,3.82,4.09,21.77,/ps2/197467-gradius-iii-and-iv
197056,Darkstalkers 3,78,3.82,3.10,19.03,/ps/197056-darkstalkers-3
710756,Far Cry 3: Blood Dragon,19,3.82,2.73,11.09,/pc/710756-far-cry-3-blood-dragon
600640,Fruit Ninja,112,3.82,2.60,18.52,/iphone/600640-fruit-ninja
615816,Prototype 2,113,3.82,2.80,22.52,/ps3/615816-prototype-2
257237,Serious Sam: The First Encounter,19,3.82,3.29,17.92,/pc/257237-serious-sam-the-first-encounter
973241,Castlevania: The Adventure ReBirth,114,3.82,3.68,7.55,/wii/973241-castlevania-the-adventure-rebirth
562861,The King of Fighters '98,78,3.82,3.41,14.38,/ps/562861-the-king-of-fighters-98
954261,Halo 3: ODST,111,3.82,3.12,19.73,/xbox360/954261-halo-3-odst
561411,Tony Hawk's Pro Skater 4,99,3.82,3.18,24.10,/gamecube/561411-tony-hawks-pro-skater-4
960094,Guitar Hero 5,114,3.82,3.17,31.41,/wii/960094-guitar-hero-5
948814,Driver: San Francisco,111,3.82,2.95,17.90,/xbox360/948814-driver-san-francisco
980503,Cladun: This is an RPG,109,3.82,3.33,37.22,/psp/980503-cladun-this-is-an-rpg
228817,SoulCalibur VI,19,3.82,3.12,44.19,/pc/228817-soulcalibur-vi
586066,Blades of Vengeance,54,3.82,3.42,11.56,/genesis/586066-blades-of-vengeance
957941,Battlefield 1943,113,3.82,3.04,43.51,/ps3/957941-battlefield-1943
604156,DiRT 3,113,3.82,3.09,28.84,/ps3/604156-dirt-3
991142,Kingdoms of Amalur: Reckoning,19,3.82,2.70,59.00,/pc/991142-kingdoms-of-amalur-reckoning
918518,Samurai Warriors,94,3.82,3.03,42.23,/ps2/918518-samurai-warriors
366833,The Lost Vikings,54,3.82,3.50,19.47,/genesis/366833-the-lost-vikings
100032,What Remains of Edith Finch,120,3.82,1.29,3.12,/ps4/100032-what-remains-of-edith-finch
941910,Ragnarok DS,108,3.82,2.82,36.30,/ds/941910-ragnarok-ds
627553,Sonic the Hedgehog 2,113,3.82,3.02,6.58,/ps3/627553-sonic-the-hedgehog-2
588579,Pocky & Rocky,63,3.82,3.90,8.45,/snes/588579-pocky-and-rocky
587566,Disney's Chip 'n Dale: Rescue Rangers 2,41,3.82,2.71,8.37,/nes/587566-disneys-chip-n-dale-rescue-rangers-2
563360,Zombies Ate My Neighbors,54,3.82,3.85,21.48,/genesis/563360-zombies-ate-my-neighbors
942000,Gears of War,19,3.82,3.17,16.56,/pc/942000-gears-of-war
952595,Shadows of the Damned,111,3.82,3.02,13.84,/xbox360/952595-shadows-of-the-damned
945010,PixelJunk Eden,113,3.82,3.42,11.08,/ps3/945010-pixeljunk-eden
199040,Tomb Raider,78,3.82,3.47,23.49,/ps/199040-tomb-raider
942208,Tales of Destiny: Director's Cut,94,3.82,3.27,70.51,/ps2/942208-tales-of-destiny-directors-cut
995176,Bleach: Heat the Soul 7,109,3.82,3.13,21.55,/psp/995176-bleach-heat-the-soul-7
656678,Antichamber,19,3.82,3.78,10.49,/pc/656678-antichamber
671330,Sly Cooper: Thieves in Time,117,3.82,2.75,23.41,/vita/671330-sly-cooper-thieves-in-time
587490,Ninja Gaiden III: The Ancient Ship of Doom,41,3.82,4.41,11.55,/nes/587490-ninja-gaiden-iii-the-ancient-ship-of-doom
196986,Crash Bandicoot,78,3.82,3.47,18.72,/ps/196986-crash-bandicoot
922229,Scarface: The World Is Yours,94,3.82,3.32,39.33,/ps2/922229-scarface-the-world-is-yours
917578,Legacy of Kain: Defiance,19,3.82,2.93,17.56,/pc/917578-legacy-of-kain-defiance
727975,Borderlands 2,117,3.82,3.24,68.85,/vita/727975-borderlands-2
835611,Ultimate NES Remix,116,3.82,3.31,27.21,/3ds/835611-ultimate-nes-remix
196969,Command & Conquer: Tiberian Sun,19,3.82,3.27,39.26,/pc/196969-command-and-conquer-tiberian-sun
198142,NFL Blitz,78,3.82,2.95,32.47,/ps/198142-nfl-blitz
919973,RollerCoaster Tycoon 3,19,3.82,2.89,52.75,/pc/919973-rollercoaster-tycoon-3
800896,Metro: 2033 Redux,19,3.82,3.13,13.33,/pc/800896-metro-2033-redux
920215,Tomb Raider: Legend,94,3.82,2.92,18.60,/ps2/920215-tomb-raider-legend
620281,Wipeout 2048,117,3.82,3.83,37.22,/vita/620281-wipeout-2048
587945,Eternal Champions: Challenge from the Dark Side,65,3.82,4.10,29.64,/segacd/587945-eternal-champions-challenge-from-the-dark-side
198537,SaGa Frontier,78,3.82,3.79,66.98,/ps/198537-saga-frontier
703369,Mad Father,19,3.81,3.00,5.18,/pc/703369-mad-father
802876,Plants vs Zombies: Garden Warfare,120,3.81,2.91,43.23,/ps4/802876-plants-vs-zombies-garden-warfare
589339,Bionic Commando,41,3.81,3.75,10.85,/nes/589339-bionic-commando
516514,Syphon Filter 3,78,3.81,3.30,20.52,/ps/516514-syphon-filter-3
472721,Super Street Fighter II Turbo: Revival,91,3.81,3.12,13.46,/gba/472721-super-street-fighter-ii-turbo-revival
941688,Sid Meier's Civilization Revolution,108,3.81,3.01,34.38,/ds/941688-sid-meiers-civilization-revolution
934287,Etrian Odyssey,108,3.81,4.01,60.23,/ds/934287-etrian-odyssey
210069,Far Cry 5,121,3.81,2.94,48.10,/xboxone/210069-far-cry-5
988766,LEGO Star Wars III: The Clone Wars,113,3.81,2.30,30.82,/ps3/988766-lego-star-wars-iii-the-clone-wars
637897,Picross e,116,3.81,2.96,16.70,/3ds/637897-picross-e
991388,Vindictus,19,3.81,3.30,74.98,/pc/991388-vindictus
710575,Batman: Arkham Origins,111,3.81,3.07,24.32,/xbox360/710575-batman-arkham-origins
198340,Prey (2006),19,3.81,2.88,13.58,/pc/198340-prey-2006
950928,Fat Princess,113,3.81,2.86,19.97,/ps3/950928-fat-princess
367196,Red Faction,94,3.81,3.16,21.82,/ps2/367196-red-faction
673021,Beyond: Two Souls,113,3.81,2.19,16.75,/ps3/673021-beyond-two-souls
958271,Split/Second,111,3.81,3.28,27.53,/xbox360/958271-split-second
588362,Gradius III,63,3.81,4.04,10.10,/snes/588362-gradius-iii
631143,Arma 3,19,3.81,4.02,64.37,/pc/631143-arma-3
378092,Twisted Metal: Black,94,3.81,3.49,21.49,/ps2/378092-twisted-metal-black
640253,inFamous: Festival of Blood,113,3.81,2.84,9.16,/ps3/640253-infamous-festival-of-blood
958267,Alice: Madness Returns,19,3.81,3.02,18.78,/pc/958267-alice-madness-returns
933688,Need for Speed Carbon: Own the City,109,3.81,2.95,28.28,/psp/933688-need-for-speed-carbon-own-the-city
995941,Star Wars: Empire at War - Gold Pack,19,3.81,3.17,46.51,/pc/995941-star-wars-empire-at-war-gold-pack
197579,The House of the Dead 2,67,3.81,3.40,19.51,/dreamcast/197579-the-house-of-the-dead-2
199180,Vandal Hearts II,78,3.81,3.20,52.10,/ps/199180-vandal-hearts-ii
632650,Sound Shapes,117,3.81,3.05,9.52,/vita/632650-sound-shapes
611857,Bleach: Soul Resurreccion,113,3.81,2.96,31.99,/ps3/611857-bleach-soul-resurreccion
696966,LEGO Marvel Super Heroes,118,3.81,2.54,31.09,/wii-u/696966-lego-marvel-super-heroes
197695,Jojo's Bizarre Adventure,78,3.81,3.42,24.07,/ps/197695-jojos-bizarre-adventure
933064,Lumines Live!,111,3.81,3.71,22.59,/xbox360/933064-lumines-live
586268,Jungle Strike,54,3.81,3.88,20.06,/genesis/586268-jungle-strike
587161,Bucky O'Hare,41,3.81,3.85,8.47,/nes/587161-bucky-ohare
365573,Tony Hawk's Pro Skater 2,67,3.81,3.12,28.18,/dreamcast/365573-tony-hawks-pro-skater-2
562770,Gundam: Battle Assault 2,78,3.81,3.07,18.95,/ps/562770-gundam-battle-assault-2
933156,Star Wars: The Force Unleashed,111,3.81,2.97,16.03,/xbox360/933156-star-wars-the-force-unleashed
991323,Spider-Man: Shattered Dimensions,113,3.81,2.96,18.73,/ps3/991323-spider-man-shattered-dimensions
997780,Tom Clancy's Ghost Recon: Shadow Wars,116,3.81,3.19,38.72,/3ds/997780-tom-clancys-ghost-recon-shadow-wars
588473,Maui Mallard in Cold Shadow,63,3.81,3.41,10.05,/snes/588473-maui-mallard-in-cold-shadow
927395,X-Men Legends II: Rise of Apocalypse,99,3.81,2.98,34.41,/gamecube/927395-x-men-legends-ii-rise-of-apocalypse
696376,Mugen Souls Z,113,3.81,3.40,58.56,/ps3/696376-mugen-souls-z
934023,Tomb Raider: Anniversary,19,3.81,3.07,19.70,/pc/934023-tomb-raider-anniversary
926309,Condemned: Criminal Origins,111,3.81,3.18,14.53,/xbox360/926309-condemned-criminal-origins
945038,The Dark Spire,108,3.81,4.17,61.55,/ds/945038-the-dark-spire
954481,Dynasty Warriors 6 Empires,113,3.81,2.64,37.93,/ps3/954481-dynasty-warriors-6-empires
914761,Need for Speed Underground,94,3.81,3.10,26.79,/ps2/914761-need-for-speed-underground
536239,Hitman 2: Silent Assassin,19,3.81,3.65,22.06,/pc/536239-hitman-2-silent-assassin
943954,LEGO Batman: The Videogame,114,3.81,2.57,28.91,/wii/943954-lego-batman-the-videogame
588185,The Adventures of Batman & Robin,63,3.81,3.67,10.64,/snes/588185-the-adventures-of-batman-and-robin
946577,The Legendary Starfy,108,3.81,2.47,17.69,/ds/946577-the-legendary-starfy
920076,WWE Day of Reckoning,99,3.81,3.08,27.14,/gamecube/920076-wwe-day-of-reckoning
932265,Brave Story: New Traveler,109,3.81,2.80,38.59,/psp/932265-brave-story-new-traveler
583657,X-Men: Children of the Atom,2,3.81,3.39,22.41,/arcade/583657-x-men-children-of-the-atom
534813,Painkiller,19,3.81,3.17,18.85,/pc/534813-painkiller
991387,Dragon Nest,19,3.81,2.96,65.13,/pc/991387-dragon-nest
960491,Crysis 2,111,3.81,3.13,17.51,/xbox360/960491-crysis-2
196675,Azure Dreams,78,3.81,3.61,49.65,/ps/196675-azure-dreams
519265,Guilty Gear X,94,3.81,3.25,16.22,/ps2/519265-guilty-gear-x
185091,ROBLOX,19,3.81,2.52,75.18,/pc/185091-roblox
644717,The Witch and the Hundred Knight,113,3.81,3.30,66.52,/ps3/644717-the-witch-and-the-hundred-knight
935830,Project Gotham Racing 4,111,3.81,3.14,38.18,/xbox360/935830-project-gotham-racing-4
716562,Dying Light,19,3.81,3.09,41.43,/pc/716562-dying-light
179087,Rise of the Tomb Raider,19,3.81,2.71,26.32,/pc/179087-rise-of-the-tomb-raider
197861,Mario Party,84,3.81,2.90,32.14,/n64/197861-mario-party
197112,Diablo,78,3.81,3.41,42.45,/ps/197112-diablo
997501,Record of Agarest War 2,113,3.81,3.29,73.44,/ps3/997501-record-of-agarest-war-2
258615,Tetris 99,124,3.81,3.77,42.38,/switch/258615-tetris-99
561552,Star Wars Jedi Knight II: Jedi Outcast,99,3.81,3.45,29.39,/gamecube/561552-star-wars-jedi-knight-ii-jedi-outcast
960293,WWE SmackDown vs. Raw 2010,94,3.81,2.80,33.15,/ps2/960293-wwe-smackdown-vs-raw-2010
939620,NHL 08,111,3.81,2.83,37.71,/xbox360/939620-nhl-08
981365,Spec Ops: The Line,19,3.81,3.14,10.41,/pc/981365-spec-ops-the-line
920097,Dynasty Warriors 4: Empires,94,3.81,3.04,41.17,/ps2/920097-dynasty-warriors-4-empires
739464,Metal Gear Solid V: Ground Zeroes,113,3.81,3.16,11.72,/ps3/739464-metal-gear-solid-v-ground-zeroes
914762,Need for Speed Underground,98,3.81,3.30,35.34,/xbox/914762-need-for-speed-underground
563355,Vectorman 2,54,3.81,3.43,10.20,/genesis/563355-vectorman-2
771428,One Piece: Unlimited World Red,117,3.81,2.82,36.37,/vita/771428-one-piece-unlimited-world-red
665786,Orcs Must Die! 2,19,3.81,3.19,24.08,/pc/665786-orcs-must-die-2
718266,NBA 2K14,120,3.81,3.06,67.21,/ps4/718266-nba-2k14
928117,Unreal Tournament III,19,3.81,3.18,33.63,/pc/928117-unreal-tournament-iii
708704,Spelunky,117,3.81,4.31,41.79,/vita/708704-spelunky
928689,Digimon World DS,108,3.81,2.95,40.58,/ds/928689-digimon-world-ds
182190,Furi,120,3.81,4.30,10.41,/ps4/182190-furi
926703,Shadow Hearts: From the New World,94,3.81,3.10,51.87,/ps2/926703-shadow-hearts-from-the-new-world
945381,BioShock 2,19,3.81,3.01,19.58,/pc/945381-bioshock-2
572557,Street Fighter Alpha: Warriors' Dreams,78,3.81,3.16,19.18,/ps/572557-street-fighter-alpha-warriors-dreams
675249,Art Academy: Lessons for Everyone,116,3.81,2.95,36.48,/3ds/675249-art-academy-lessons-for-everyone
915072,Tom Clancy's Splinter Cell: Pandora Tomorrow,19,3.81,3.07,15.12,/pc/915072-tom-clancys-splinter-cell-pandora-tomorrow
945914,LEGO Batman: The Videogame,109,3.81,2.47,30.55,/psp/945914-lego-batman-the-videogame
587654,Zoda's Revenge: Star Tropics II,41,3.81,3.30,18.00,/nes/587654-zodas-revenge-star-tropics-ii
959897,Killing Floor,19,3.81,3.69,55.65,/pc/959897-killing-floor
932524,Capcom Classics Collection Reloaded,109,3.81,3.30,25.82,/psp/932524-capcom-classics-collection-reloaded
683569,Ratchet: Deadlocked,113,3.81,3.02,21.12,/ps3/683569-ratchet-deadlocked
771423,This War of Mine,19,3.81,3.69,19.41,/pc/771423-this-war-of-mine
588303,Earthworm Jim 2,63,3.81,3.46,13.39,/snes/588303-earthworm-jim-2
735690,flower,120,3.81,1.69,5.93,/ps4/735690-flower
620286,Dynasty Warriors Next,117,3.81,2.95,44.00,/vita/620286-dynasty-warriors-next
588774,Tecmo Super Bowl,63,3.81,2.85,32.73,/snes/588774-tecmo-super-bowl
929360,Dark Messiah of Might and Magic,19,3.81,3.11,18.83,/pc/929360-dark-messiah-of-might-and-magic
997575,Sonic Adventure,113,3.81,2.85,22.33,/ps3/997575-sonic-adventure
636613,Dungeons of Dredmor,19,3.80,3.86,47.11,/pc/636613-dungeons-of-dredmor
943291,Penumbra: Black Plague,19,3.80,3.08,10.53,/pc/943291-penumbra-black-plague
954288,Harvest Moon DS: Grand Bazaar,108,3.80,2.74,46.74,/ds/954288-harvest-moon-ds-grand-bazaar
211387,Kirby Star Allies,124,3.80,2.10,18.35,/switch/211387-kirby-star-allies
925211,MVP Baseball 2005,94,3.80,2.93,65.85,/ps2/925211-mvp-baseball-2005
198509,Roll Away,78,3.80,3.95,20.32,/ps/198509-roll-away
605744,ilomilo,111,3.80,3.05,10.22,/xbox360/605744-ilomilo
624640,NCAA Football 12,113,3.80,2.85,45.85,/ps3/624640-ncaa-football-12
198727,Space Station Silicon Valley,84,3.80,3.44,29.74,/n64/198727-space-station-silicon-valley
550864,Shantae,57,3.80,3.39,12.69,/gbc/550864-shantae
945044,LostWinds,114,3.80,2.67,7.52,/wii/945044-lostwinds
525244,Super Mario Bros. 2,41,3.80,3.21,13.09,/nes/525244-super-mario-bros-2
587547,R.C. Pro-Am II,41,3.80,3.51,41.63,/nes/587547-rc-pro-am-ii
915265,Champions of Norrath,94,3.80,3.06,45.45,/ps2/915265-champions-of-norrath
149527,Shantae and the Pirate's Curse,19,3.80,3.02,13.44,/pc/149527-shantae-and-the-pirates-curse
952149,Destiny,111,3.80,2.99,62.07,/xbox360/952149-destiny
586017,Disney's Aladdin,54,3.80,3.20,9.34,/genesis/586017-disneys-aladdin
919830,ESPN NFL 2K5,94,3.80,2.98,46.40,/ps2/919830-espn-nfl-2k5
939310,Warriors Orochi,111,3.80,2.95,39.24,/xbox360/939310-warriors-orochi
673040,Trine 2: Director's Cut,118,3.80,3.27,25.45,/wii-u/673040-trine-2-directors-cut
924446,Insaniquarium Deluxe,19,3.80,2.67,24.21,/pc/924446-insaniquarium-deluxe
945802,Mario Super Sluggers,114,3.80,2.74,22.74,/wii/945802-mario-super-sluggers
468547,Baldur's Gate: Dark Alliance,94,3.80,2.98,30.74,/ps2/468547-baldurs-gate-dark-alliance
939277,Super Stardust HD,113,3.80,3.58,17.12,/ps3/939277-super-stardust-hd
561501,Burnout 2: Point of Impact,99,3.80,3.03,26.43,/gamecube/561501-burnout-2-point-of-impact
656683,Gunpoint,19,3.80,2.87,6.13,/pc/656683-gunpoint
960345,Star Wars Battlefront: Elite Squadron,109,3.80,2.86,27.13,/psp/960345-star-wars-battlefront-elite-squadron
939134,Beautiful Katamari,111,3.80,3.06,23.16,/xbox360/939134-beautiful-katamari
569361,DoReMi Fantasy: Milon no DokiDoki Daibouken,63,3.80,2.82,12.44,/snes/569361-doremi-fantasy-milon-no-dokidoki-daibouken
587565,Disney's Chip 'n Dale: Rescue Rangers,41,3.80,2.82,7.72,/nes/587565-disneys-chip-n-dale-rescue-rangers
197424,Game & Watch Gallery 3,57,3.80,3.11,20.07,/gbc/197424-game-and-watch-gallery-3
945463,Bomberman Blast,114,3.80,2.91,13.90,/wii/945463-bomberman-blast
955449,Blue Dragon: Awakened Shadow,108,3.80,3.25,39.63,/ds/955449-blue-dragon-awakened-shadow
583405,Hamtaro: Ham-Hams Unite!,57,3.80,2.19,18.11,/gbc/583405-hamtaro-ham-hams-unite
610969,Angry Birds: Seasons,112,3.80,3.31,25.59,/iphone/610969-angry-birds-seasons
621797,Assassin's Creed III,111,3.80,2.93,34.70,/xbox360/621797-assassins-creed-iii
835626,Resident Evil: Revelations 2,113,3.80,3.15,36.60,/ps3/835626-resident-evil-revelations-2
198233,Omega Boost,78,3.80,3.75,15.81,/ps/198233-omega-boost
563289,Operation C,59,3.80,3.71,5.43,/gameboy/563289-operation-c
471253,Konami Krazy Racers,91,3.80,2.91,21.46,/gba/471253-konami-krazy-racers
588176,Zillion,49,3.80,3.48,16.35,/sms/588176-zillion
588339,Flashback: The Quest for Identity,63,3.80,3.84,18.21,/snes/588339-flashback-the-quest-for-identity
625904,Botanicula,19,3.80,2.63,4.98,/pc/625904-botanicula
586434,Rolling Thunder 2,54,3.80,3.95,6.98,/genesis/586434-rolling-thunder-2
196967,Command & Conquer: Red Alert - Retaliation,78,3.80,3.42,48.35,/ps/196967-command-and-conquer-red-alert-retaliation
587459,Mighty Final Fight,41,3.80,3.20,7.90,/nes/587459-mighty-final-fight
914453,Lost Kingdoms II,99,3.80,2.99,31.84,/gamecube/914453-lost-kingdoms-ii
168518,Dishonored 2,19,3.80,3.02,23.89,/pc/168518-dishonored-2
626631,Dead Rising 2: Off the Record,113,3.80,3.14,33.68,/ps3/626631-dead-rising-2-off-the-record
549799,Return to Castle Wolfenstein: Tides of War,98,3.80,3.19,20.78,/xbox/549799-return-to-castle-wolfenstein-tides-of-war
587782,Nintendo World Cup,41,3.80,3.15,19.19,/nes/587782-nintendo-world-cup
933155,Star Wars: The Force Unleashed,113,3.80,2.98,19.71,/ps3/933155-star-wars-the-force-unleashed
575223,Super Bomberman 4,63,3.80,3.02,12.20,/snes/575223-super-bomberman-4
718135,Disney DuckTales Remastered,19,3.80,3.16,6.51,/pc/718135-disney-ducktales-remastered
631378,FIFA Soccer 12,113,3.80,3.00,52.68,/ps3/631378-fifa-soccer-12
103467,Naruto Shippuden: Ultimate Ninja Storm 4,19,3.80,2.69,29.04,/pc/103467-naruto-shippuden-ultimate-ninja-storm-4
996718,WWE SmackDown vs. Raw 2011,111,3.80,2.69,33.72,/xbox360/996718-wwe-smackdown-vs-raw-2011
587372,Journey to Silius,41,3.80,3.87,9.12,/nes/587372-journey-to-silius
720566,LEGO Marvel Super Heroes,121,3.80,2.29,37.39,/xboxone/720566-lego-marvel-super-heroes
928288,Mortal Kombat: Unchained,109,3.80,3.05,27.34,/psp/928288-mortal-kombat-unchained
939095,Sonic Rush Adventure,108,3.80,2.96,17.97,/ds/939095-sonic-rush-adventure
988767,LEGO Star Wars III: The Clone Wars,111,3.80,2.57,29.88,/xbox360/988767-lego-star-wars-iii-the-clone-wars
632402,WWE '12,113,3.80,3.01,29.70,/ps3/632402-wwe-12
199340,Worms Armageddon,78,3.80,3.11,39.00,/ps/199340-worms-armageddon
618776,BlazBlue: Continuum Shift II,116,3.80,3.39,30.50,/3ds/618776-blazblue-continuum-shift-ii
588840,WeaponLord,63,3.80,3.78,28.73,/snes/588840-weaponlord
197121,Die Hard Arcade,76,3.80,3.39,7.77,/saturn/197121-die-hard-arcade
996720,WWE SmackDown vs. Raw 2011,109,3.80,2.70,31.80,/psp/996720-wwe-smackdown-vs-raw-2011
