id_igre,ime,konzola,konzola_kratica,ocena,tezavnost,dolzina,povezava
722588,Hatsune Miku: Project Diva F 2nd,ps3,PS3,4.36,3.79,57.63,/ps3/722588-hatsune-miku-project-diva-f-2nd
722106,Danganronpa: Trigger Happy Havoc,vita,VITA,4.35,2.83,31.34,/vita/722106-danganronpa-trigger-happy-havoc
240426,Dust n Wheels,pc,PC,4.35,3.28,25.25,/pc/240426-dust-n-wheels
757436,Digimon Story Cyber Sleuth,vita,VITA,4.35,2.94,77.32,/vita/757436-digimon-story-cyber-sleuth
608635,Dark Souls,xbox360,X360,4.35,4.30,70.62,/xbox360/608635-dark-souls
643004,Bravely Default: Flying Fairy,3ds,3DS,4.35,3.23,69.77,/3ds/643004-bravely-default-flying-fairy
179347,Dragon Quest XI: Echoes of an Elusive Age,ps4,PS4,4.35,2.91,80.00+,/ps4/179347-dragon-quest-xi-echoes-of-an-elusive-age
862492,Pokemon Omega Ruby/Alpha Sapphire Double Pack,3ds,3DS,4.35,2.78,61.96,/3ds/862492-pokemon-omega-ruby-alpha-sapphire-double-pack
684758,Mass Effect Trilogy,ps3,PS3,4.35,3.08,80.00+,/ps3/684758-mass-effect-trilogy
960566,Metal Gear Solid: Peace Walker,psp,PSP,4.35,3.37,53.16,/psp/960566-metal-gear-solid-peace-walker
198458,Resident Evil 2,ps,PS,4.35,3.26,19.09,/ps/198458-resident-evil-2
200737,Kingdom Hearts HD I.5 + II.5 Remix,ps4,PS4,4.35,3.30,80.00+,/ps4/200737-kingdom-hearts-hd-i5-plus-ii5-remix
949926,Rock Band 2,xbox360,X360,4.35,3.12,49.99,/xbox360/949926-rock-band-2
931329,BioShock,xbox360,X360,4.35,3.14,22.53,/xbox360/931329-bioshock
663740,Inazuma Eleven Go: Chrono Stones - Wildfire,3ds,3DS,4.35,3.13,68.95,/3ds/663740-inazuma-eleven-go-chrono-stones-wildfire
921327,Fate/Stay Night,pc,PC,4.35,2.51,63.60,/pc/921327-fate-stay-night
606525,Minecraft,mac,MAC,4.35,2.82,71.44,/mac/606525-minecraft
708862,Shovel Knight,wii-u,WIIU,4.35,3.42,16.27,/wii-u/708862-shovel-knight
942165,Valkyria Chronicles,ps3,PS3,4.35,3.39,44.57,/ps3/942165-valkyria-chronicles
932295,God of War II,ps2,PS2,4.35,3.29,21.51,/ps2/932295-god-of-war-ii
927345,The Elder Scrolls IV: Oblivion,xbox360,X360,4.35,3.04,75.72,/xbox360/927345-the-elder-scrolls-iv-oblivion
683294,Monster Hunter 3 Ultimate,wii-u,WIIU,4.35,3.82,80.00+,/wii-u/683294-monster-hunter-3-ultimate
718915,Super Mario 3D World,wii-u,WIIU,4.35,2.99,31.55,/wii-u/718915-super-mario-3d-world
914983,Grand Theft Auto: San Andreas,ps2,PS2,4.35,3.19,60.26,/ps2/914983-grand-theft-auto-san-andreas
29083,The Curse of Monkey Island,pc,PC,4.35,3.14,17.58,/pc/29083-the-curse-of-monkey-island
634490,Grand Theft Auto V,ps3,PS3,4.35,2.94,53.94,/ps3/634490-grand-theft-auto-v
188670,FreeSpace 2,pc,PC,4.35,3.16,36.63,/pc/188670-freespace-2
932312,Shin Megami Tensei: Persona 3,ps2,PS2,4.35,3.35,73.27,/ps2/932312-shin-megami-tensei-persona-3
928519,The Legend of Zelda: Twilight Princess,wii,WII,4.34,3.01,44.89,/wii/928519-the-legend-of-zelda-twilight-princess
805601,Grand Theft Auto V,ps4,PS4,4.34,2.93,64.01,/ps4/805601-grand-theft-auto-v
944215,Professor Layton and the Unwound Future,ds,DS,4.34,3.27,23.80,/ds/944215-professor-layton-and-the-unwound-future
181175,Bloodborne: Complete Edition,ps4,PS4,4.34,4.28,64.73,/ps4/181175-bloodborne-complete-edition
946070,Mega Man Star Force 3: Black Ace,ds,DS,4.34,3.01,37.76,/ds/946070-mega-man-star-force-3-black-ace
701151,Xenoblade Chronicles X,wii-u,WIIU,4.34,3.34,80.00+,/wii-u/701151-xenoblade-chronicles-x
564903,Maniac Mansion: Day of the Tentacle,pc,PC,4.34,3.21,18.17,/pc/564903-maniac-mansion-day-of-the-tentacle
763235,The Legend of Heroes: Trails of Cold Steel II,ps3,PS3,4.34,3.02,80.00+,/ps3/763235-the-legend-of-heroes-trails-of-cold-steel-ii
605854,Dragon Age: Origins - Ultimate Edition,xbox360,X360,4.34,3.22,62.85,/xbox360/605854-dragon-age-origins-ultimate-edition
954345,Demon's Souls,ps3,PS3,4.34,4.23,60.71,/ps3/954345-demons-souls
587965,Lunar: The Silver Star,segacd,SCD,4.34,2.94,43.78,/segacd/587965-lunar-the-silver-star
564960,Master of Magic,pc,PC,4.34,3.24,50.40,/pc/564960-master-of-magic
730860,Theatrhythm Final Fantasy: Curtain Call,3ds,3DS,4.34,3.12,64.27,/3ds/730860-theatrhythm-final-fantasy-curtain-call
185530,Danganronpa 2: Goodbye Despair,pc,PC,4.34,2.98,42.57,/pc/185530-danganronpa-2-goodbye-despair
805605,Grand Theft Auto V,xboxone,XONE,4.34,2.97,63.71,/xboxone/805605-grand-theft-auto-v
258612,Rune Factory 4 Special,switch,NS,4.34,2.94,80.00+,/switch/258612-rune-factory-4-special
63965,Heroes of Might and Magic III,pc,PC,4.34,3.35,68.89,/pc/63965-heroes-of-might-and-magic-iii
588784,Terranigma,snes,SNES,4.34,3.05,33.01,/snes/588784-terranigma
668732,The Walking Dead: Episode 5 - No Time Left,xbox360,X360,4.34,2.18,2.81,/xbox360/668732-the-walking-dead-episode-5-no-time-left
684235,Dragon's Dogma: Dark Arisen,xbox360,X360,4.34,3.55,69.24,/xbox360/684235-dragons-dogma-dark-arisen
730650,Final Fantasy X / X-2 HD Remaster,vita,VITA,4.34,3.09,78.76,/vita/730650-final-fantasy-x-x-2-hd-remaster
632937,Super Smash Bros. for Nintendo 3DS,3ds,3DS,4.34,3.14,63.58,/3ds/632937-super-smash-bros-for-nintendo-3ds
934395,Monster Hunter Freedom 2,psp,PSP,4.34,3.85,77.84,/psp/934395-monster-hunter-freedom-2
919881,Baldur's Gate II: The Collection,pc,PC,4.34,3.65,78.90,/pc/919881-baldurs-gate-ii-the-collection
615804,The Elder Scrolls V: Skyrim,ps3,PS3,4.34,3.00,80.00+,/ps3/615804-the-elder-scrolls-v-skyrim
675415,Journey Collector's Edition,ps3,PS3,4.34,2.47,9.61,/ps3/675415-journey-collectors-edition
198621,Shenmue,dreamcast,DC,4.34,3.01,37.69,/dreamcast/198621-shenmue
199362,X-COM: UFO Defense,pc,PC,4.34,4.03,54.11,/pc/199362-x-com-ufo-defense
668737,Hatsune Miku: Project Diva F,ps3,PS3,4.33,3.64,43.42,/ps3/668737-hatsune-miku-project-diva-f
935550,The Elder Scrolls III: Morrowind - Game of the Year Edition,pc,PC,4.33,3.32,80.00+,/pc/935550-the-elder-scrolls-iii-morrowind-game-of-the-year-edition
63576,Fallout 2,pc,PC,4.33,3.43,53.66,/pc/63576-fallout-2
805618,Super Mario Maker,wii-u,WIIU,4.33,3.17,69.15,/wii-u/805618-super-mario-maker
915084,The Elder Scrolls III: Morrowind - Game of the Year Edition,xbox,XBOX,4.33,3.36,80.00+,/xbox/915084-the-elder-scrolls-iii-morrowind-game-of-the-year-edition
230462,Dark Souls Remastered,ps4,PS4,4.33,3.98,60.97,/ps4/230462-dark-souls-remastered
930014,Devil May Cry 3: Special Edition,ps2,PS2,4.33,3.81,29.77,/ps2/930014-devil-may-cry-3-special-edition
862610,Yo-kai Watch 2: Psychic Specters,3ds,3DS,4.33,2.96,70.88,/3ds/862610-yo-kai-watch-2-psychic-specters
197873,Master of Orion II: Battle at Antares,pc,PC,4.33,3.26,52.37,/pc/197873-master-of-orion-ii-battle-at-antares
561049,Silent Hill 2: Director's Cut,ps2,PS2,4.33,3.10,19.02,/ps2/561049-silent-hill-2-directors-cut
588740,Super Mario World 2: Yoshi's Island,snes,SNES,4.33,3.11,22.33,/snes/588740-super-mario-world-2-yoshis-island
163462,Monster Hunter Generations,3ds,3DS,4.33,3.64,80.00+,/3ds/163462-monster-hunter-generations
588172,Wonder Boy III: The Dragon's Trap,sms,SMS,4.33,3.30,15.05,/sms/588172-wonder-boy-iii-the-dragons-trap
740205,Bravely Second: End Layer,3ds,3DS,4.33,3.04,73.51,/3ds/740205-bravely-second-end-layer
194396,The Witcher 3: Wild Hunt - Complete Edition,ps4,PS4,4.33,3.11,80.00+,/ps4/194396-the-witcher-3-wild-hunt-complete-edition
436972,Resident Evil 2,dreamcast,DC,4.33,3.28,18.76,/dreamcast/436972-resident-evil-2
944906,Mass Effect 2,pc,PC,4.33,2.93,44.84,/pc/944906-mass-effect-2
564589,Star Control II,pc,PC,4.33,3.54,40.73,/pc/564589-star-control-ii
929920,Dai-2-Ji Super Robot Taisen OG,ps3,PS3,4.33,3.06,67.56,/ps3/929920-dai-2-ji-super-robot-taisen-og
196694,Banjo-Kazooie,n64,N64,4.33,3.07,31.40,/n64/196694-banjo-kazooie
955515,Disgaea 2: Dark Hero Days,psp,PSP,4.33,3.23,66.73,/psp/955515-disgaea-2-dark-hero-days
939212,Call of Duty 4: Modern Warfare,xbox360,X360,4.33,3.11,27.41,/xbox360/939212-call-of-duty-4-modern-warfare
701094,Stardew Valley,pc,PC,4.33,2.78,77.78,/pc/701094-stardew-valley
198996,Thief Gold,pc,PC,4.33,3.63,31.15,/pc/198996-thief-gold
667257,Dark Souls: Prepare to Die Edition,pc,PC,4.33,4.14,65.84,/pc/667257-dark-souls-prepare-to-die-edition
919870,Warcraft III: Battlechest,pc,PC,4.33,3.25,59.58,/pc/919870-warcraft-iii-battlechest
562680,Monkey Island 2: LeChuck's Revenge,pc,PC,4.33,3.29,19.62,/pc/562680-monkey-island-2-lechucks-revenge
468480,Fire Emblem,gba,GBA,4.33,3.61,39.47,/gba/468480-fire-emblem
178902,Odin Sphere Leifthrasir,vita,VITA,4.33,2.93,43.96,/vita/178902-odin-sphere-leifthrasir
805606,Grand Theft Auto V,pc,PC,4.33,2.78,61.74,/pc/805606-grand-theft-auto-v
687861,Disgaea D2: A Brighter Darkness,ps3,PS3,4.33,3.10,73.39,/ps3/687861-disgaea-d2-a-brighter-darkness
952338,Batman: Arkham Asylum,ps3,PS3,4.33,3.10,24.01,/ps3/952338-batman-arkham-asylum
721770,The Denpa Men 3: The Rise of Digitoll,3ds,3DS,4.33,3.42,65.38,/3ds/721770-the-denpa-men-3-the-rise-of-digitoll
625524,Resident Evil 4 HD,ps3,PS3,4.33,3.25,25.76,/ps3/625524-resident-evil-4-hd
836701,Ys VIII: Lacrimosa of DANA,vita,VITA,4.32,3.11,66.67,/vita/836701-ys-viii-lacrimosa-of-dana
929343,Tales of the Abyss,ps2,PS2,4.32,3.04,68.88,/ps2/929343-tales-of-the-abyss
762280,Sid Meier's Civilization V: The Complete Edition,pc,PC,4.32,3.19,80.00+,/pc/762280-sid-meiers-civilization-v-the-complete-edition
943655,Monster Hunter Tri,wii,WII,4.32,3.74,79.18,/wii/943655-monster-hunter-tri
684236,Dragon's Dogma: Dark Arisen,ps3,PS3,4.32,3.32,71.02,/ps3/684236-dragons-dogma-dark-arisen
931349,Ever17: Out of Infinity,pc,PC,4.32,2.42,40.75,/pc/931349-ever17-out-of-infinity
197462,GoldenEye 007,n64,N64,4.32,3.38,36.61,/n64/197462-goldeneye-007
760390,Resident Evil 4: Ultimate HD Edition,pc,PC,4.32,3.11,23.35,/pc/760390-resident-evil-4-ultimate-hd-edition
946526,Dwarf Fortress,pc,PC,4.32,4.64,79.87,/pc/946526-dwarf-fortress
146555,Monster Hunter Stories,3ds,3DS,4.32,3.03,72.38,/3ds/146555-monster-hunter-stories
712342,Hatsune Miku: Project Mirai DX,3ds,3DS,4.32,3.09,55.36,/3ds/712342-hatsune-miku-project-mirai-dx
934386,Portal,pc,PC,4.32,2.98,8.91,/pc/934386-portal
198275,Perfect Dark,n64,N64,4.32,3.63,40.45,/n64/198275-perfect-dark
930279,Mass Effect,xbox360,X360,4.32,3.08,47.11,/xbox360/930279-mass-effect
921463,Clannad,pc,PC,4.32,2.43,60.79,/pc/921463-clannad
221708,Final Fantasy IX,ps4,PS4,4.32,2.99,71.33,/ps4/221708-final-fantasy-ix
734974,Final Fantasy VI,iphone,IOS,4.32,2.98,54.37,/iphone/734974-final-fantasy-vi
241144,Yakuza 0,pc,PC,4.32,2.97,68.19,/pc/241144-yakuza-0
739573,Uncharted 4: A Thief's End,ps4,PS4,4.32,3.01,21.76,/ps4/739573-uncharted-4-a-thiefs-end
668736,Hatsune Miku: Project Diva f,vita,VITA,4.32,3.61,46.24,/vita/668736-hatsune-miku-project-diva-f
997853,Patapon 3,psp,PSP,4.32,3.35,59.73,/psp/997853-patapon-3
663930,Ratchet & Clank Collection,ps3,PS3,4.32,2.97,53.61,/ps3/663930-ratchet-and-clank-collection
199175,Valkyrie Profile,ps,PS,4.32,3.36,52.47,/ps/199175-valkyrie-profile
586468,Sonic & Knuckles,genesis,GEN,4.32,3.14,13.57,/genesis/586468-sonic-and-knuckles
786516,Yo-kai Watch 2: Fleshy Souls,3ds,3DS,4.32,3.12,61.68,/3ds/786516-yo-kai-watch-2-fleshy-souls
680197,BlazBlue: Chrono Phantasma,ps3,PS3,4.32,3.23,43.15,/ps3/680197-blazblue-chrono-phantasma
525414,Dragon Warrior Monsters 2: Cobi's Journey,gbc,GBC,4.32,3.09,57.98,/gbc/525414-dragon-warrior-monsters-2-cobis-journey
952636,Mega Man Star Force 3: Red Joker,ds,DS,4.32,3.08,39.11,/ds/952636-mega-man-star-force-3-red-joker
588648,Seiken Densetsu 3,snes,SNES,4.32,3.13,41.54,/snes/588648-seiken-densetsu-3
925403,Mega Man Anniversary Collection,xbox,XBOX,4.32,3.38,35.00,/xbox/925403-mega-man-anniversary-collection
168567,Dark Souls III,pc,PC,4.31,4.03,57.06,/pc/168567-dark-souls-iii
605314,Steins;Gate,pc,PC,4.31,2.52,48.35,/pc/605314-steinsgate
196695,Banjo-Tooie,n64,N64,4.31,3.18,37.06,/n64/196695-banjo-tooie
955859,Pokemon Mystery Dungeon: Explorers of Sky,ds,DS,4.31,3.17,53.86,/ds/955859-pokemon-mystery-dungeon-explorers-of-sky
562719,Dragon Warrior Monsters 2: Tara's Adventure,gbc,GBC,4.31,3.20,55.05,/gbc/562719-dragon-warrior-monsters-2-taras-adventure
634491,Grand Theft Auto V,xbox360,X360,4.31,2.89,55.52,/xbox360/634491-grand-theft-auto-v
236362,Mega Man X Legacy Collection 1 + 2,switch,NS,4.31,3.60,58.06,/switch/236362-mega-man-x-legacy-collection-1-plus-2
943928,God of War III,ps3,PS3,4.31,3.22,19.03,/ps3/943928-god-of-war-iii
805617,Splatoon,wii-u,WIIU,4.31,3.01,58.17,/wii-u/805617-splatoon
563343,Sonic the Hedgehog 2,genesis,GEN,4.31,3.16,12.96,/genesis/563343-sonic-the-hedgehog-2
937281,Dragon Quest IX: Sentinels of the Starry Skies,ds,DS,4.31,3.15,67.34,/ds/937281-dragon-quest-ix-sentinels-of-the-starry-skies
143119,Might and Magic VII: For Blood and Honor,pc,PC,4.31,3.16,60.77,/pc/143119-might-and-magic-vii-for-blood-and-honor
937312,Final Fantasy Tactics: The War of the Lions,psp,PSP,4.31,3.43,62.64,/psp/937312-final-fantasy-tactics-the-war-of-the-lions
942423,Dragon Quest V: Hand of the Heavenly Bride,ds,DS,4.31,3.10,48.30,/ds/942423-dragon-quest-v-hand-of-the-heavenly-bride
191475,The Elder Scrolls V: Skyrim Special Edition,ps4,PS4,4.31,2.92,80.00+,/ps4/191475-the-elder-scrolls-v-skyrim-special-edition
703416,Rayman Legends,ps3,PS3,4.31,3.13,26.24,/ps3/703416-rayman-legends
520848,Ultima VII: The Black Gate,pc,PC,4.31,3.36,68.86,/pc/520848-ultima-vii-the-black-gate
96102,Sid Meier's Alpha Centauri,pc,PC,4.31,3.28,54.94,/pc/96102-sid-meiers-alpha-centauri
625210,Shin Megami Tensei: Devil Survivor 2,ds,DS,4.31,3.66,46.31,/ds/625210-shin-megami-tensei-devil-survivor-2
534915,Rez,dreamcast,DC,4.31,3.06,27.93,/dreamcast/534915-rez
204985,The Legend of Heroes: Trails of Cold Steel III,ps4,PS4,4.31,2.74,80.00+,/ps4/204985-the-legend-of-heroes-trails-of-cold-steel-iii
586472,Sonic the Hedgehog 3,genesis,GEN,4.31,3.09,14.02,/genesis/586472-sonic-the-hedgehog-3
194672,NieR: Automata,pc,PC,4.31,3.08,50.66,/pc/194672-nier-automata
959038,Ratchet & Clank Future: A Crack in Time,ps3,PS3,4.31,2.85,25.49,/ps3/959038-ratchet-and-clank-future-a-crack-in-time
924362,Grand Theft Auto: San Andreas,pc,PC,4.31,3.15,58.56,/pc/924362-grand-theft-auto-san-andreas
939643,Starcraft II: Wings of Liberty,pc,PC,4.31,3.39,39.09,/pc/939643-starcraft-ii-wings-of-liberty
925600,Super Robot Taisen W,ds,DS,4.31,2.90,53.29,/ds/925600-super-robot-taisen-w
638784,Borderlands 2,xbox360,X360,4.31,3.26,54.83,/xbox360/638784-borderlands-2
951986,Final Fantasy Type-0,psp,PSP,4.31,3.42,58.31,/psp/951986-final-fantasy-type-0
668965,The Walking Dead: Episode 5 - No Time Left,pc,PC,4.31,2.36,3.64,/pc/668965-the-walking-dead-episode-5-no-time-left
668729,The Walking Dead: Episode 2 - Starved for Help,xbox360,X360,4.30,2.37,3.38,/xbox360/668729-the-walking-dead-episode-2-starved-for-help
197667,Jagged Alliance 2,pc,PC,4.30,3.78,60.87,/pc/197667-jagged-alliance-2
683991,Gundam Breaker,ps3,PS3,4.30,3.33,57.09,/ps3/683991-gundam-breaker
191490,Forza Horizon 3,xboxone,XONE,4.30,2.93,73.09,/xboxone/191490-forza-horizon-3
563341,Shining Force II,genesis,GEN,4.30,3.15,40.50,/genesis/563341-shining-force-ii
925634,Grand Theft Auto: San Andreas,xbox,XBOX,4.30,3.23,52.24,/xbox/925634-grand-theft-auto-san-andreas
615805,The Elder Scrolls V: Skyrim,pc,PC,4.30,2.88,80.00+,/pc/615805-the-elder-scrolls-v-skyrim
199007,Star Wars TIE Fighter: Collector's CD-ROM,pc,PC,4.30,3.75,46.91,/pc/199007-star-wars-tie-fighter-collectors-cd-rom
437678,Team Fortress 2,pc,PC,4.30,3.21,76.63,/pc/437678-team-fortress-2
931330,BioShock,ps3,PS3,4.30,3.24,22.56,/ps3/931330-bioshock
728009,XCOM: Enemy Within,ps3,PS3,4.30,3.83,46.64,/ps3/728009-xcom-enemy-within
583527,Dragon Quest VIII: Journey of the Cursed King,ps2,PS2,4.30,3.30,76.17,/ps2/583527-dragon-quest-viii-journey-of-the-cursed-king
211368,Monster Hunter: World,ps4,PS4,4.30,3.33,80.00+,/ps4/211368-monster-hunter-world
937451,The Legend of Heroes: Trails in the Sky SC,psp,PSP,4.30,3.11,71.88,/psp/937451-the-legend-of-heroes-trails-in-the-sky-sc
997653,Forza Motorsport 4,xbox360,X360,4.30,3.02,63.85,/xbox360/997653-forza-motorsport-4
191202,Final Fantasy XII: The Zodiac Age,ps4,PS4,4.30,2.97,80.00+,/ps4/191202-final-fantasy-xii-the-zodiac-age
588425,Kirby Super Star,snes,SNES,4.30,2.74,17.83,/snes/588425-kirby-super-star
197149,Dragon Force,saturn,SAT,4.30,3.15,48.56,/saturn/197149-dragon-force
921905,Pokemon Emerald Version,gba,GBA,4.30,2.89,56.12,/gba/921905-pokemon-emerald-version
516587,Kingdom Hearts,ps2,PS2,4.30,3.11,49.84,/ps2/516587-kingdom-hearts
971618,Umineko When They Cry: Question Arc,pc,PC,4.30,1.97,60.03,/pc/971618-umineko-when-they-cry-question-arc
152644,MARVEL Future Fight,iphone,IOS,4.30,3.12,75.00,/iphone/152644-marvel-future-fight
946308,Pokemon Platinum Version,ds,DS,4.30,2.88,54.73,/ds/946308-pokemon-platinum-version
589374,Pikmin 2,gamecube,GC,4.30,3.27,34.54,/gamecube/589374-pikmin-2
936089,Sengoku Rance,pc,PC,4.30,3.82,59.10,/pc/936089-sengoku-rance
694912,The Legend of Heroes: Trails of Cold Steel,vita,VITA,4.30,2.97,80.00+,/vita/694912-the-legend-of-heroes-trails-of-cold-steel
604654,Dangan-Ronpa,psp,PSP,4.30,2.89,26.17,/psp/604654-dangan-ronpa
920668,Dragon Age: Origins,pc,PC,4.30,3.26,64.02,/pc/920668-dragon-age-origins
954756,Banjo-Tooie,xbox360,X360,4.30,3.14,26.39,/xbox360/954756-banjo-tooie
913699,Street Fighter III: 3rd Strike,dreamcast,DC,4.30,3.43,26.61,/dreamcast/913699-street-fighter-iii-3rd-strike
794726,Diablo III: Ultimate Evil Edition,xbox360,X360,4.30,3.04,74.39,/xbox360/794726-diablo-iii-ultimate-evil-edition
605802,Dissidia 012: Duodecim Final Fantasy,psp,PSP,4.30,3.34,63.18,/psp/605802-dissidia-012-duodecim-final-fantasy
563334,Phantasy Star IV,genesis,GEN,4.30,3.09,36.20,/genesis/563334-phantasy-star-iv
694913,The Legend of Heroes: Trails of Cold Steel,ps3,PS3,4.30,2.95,80.00+,/ps3/694913-the-legend-of-heroes-trails-of-cold-steel
562865,Final Fantasy VI,ps,PS,4.30,3.12,55.85,/ps/562865-final-fantasy-vi
191945,Unreal Tournament (1999),pc,PC,4.30,3.25,46.00,/pc/191945-unreal-tournament-1999
185706,System Shock 2,pc,PC,4.30,3.74,23.76,/pc/185706-system-shock-2
524287,DOOM (1993),pc,PC,4.30,3.32,24.77,/pc/524287-doom-1993
832900,Gundam Breaker 2,ps3,PS3,4.30,3.11,58.79,/ps3/832900-gundam-breaker-2
693331,Dark Souls II,ps3,PS3,4.30,3.99,73.01,/ps3/693331-dark-souls-ii
671756,Rayman Legends,wii-u,WIIU,4.30,3.15,27.88,/wii-u/671756-rayman-legends
741771,Teeworlds,pc,PC,4.30,2.96,79.11,/pc/741771-teeworlds
917159,Tsukihime,pc,PC,4.30,2.41,42.03,/pc/917159-tsukihime
734977,Story of Seasons,3ds,3DS,4.30,2.97,77.71,/3ds/734977-story-of-seasons
926371,Mega Man X Collection,ps2,PS2,4.30,3.43,38.23,/ps2/926371-mega-man-x-collection
610758,Game Dev Story,iphone,IOS,4.29,2.69,26.78,/iphone/610758-game-dev-story
914659,Ratchet & Clank: Going Commando,ps2,PS2,4.29,3.04,30.57,/ps2/914659-ratchet-and-clank-going-commando
920189,Fire Emblem: Path of Radiance,gamecube,GC,4.29,3.32,44.07,/gamecube/920189-fire-emblem-path-of-radiance
975136,Kidou Senshi Gundam: Gundam vs. Gundam NEXT PLUS,psp,PSP,4.29,3.27,48.69,/psp/975136-kidou-senshi-gundam-gundam-vs-gundam-next-plus
191635,Marvel's Spider-Man,ps4,PS4,4.29,2.93,37.01,/ps4/191635-marvels-spider-man
187182,Resident Evil 4,ps4,PS4,4.29,3.07,24.73,/ps4/187182-resident-evil-4
149175,3D Sonic the Hedgehog 2,3ds,3DS,4.29,3.17,10.86,/3ds/149175-3d-sonic-the-hedgehog-2
717862,Tales of Symphonia Chronicles,ps3,PS3,4.29,3.08,78.04,/ps3/717862-tales-of-symphonia-chronicles
605786,Borderlands: Game of the Year Edition,xbox360,X360,4.29,3.25,53.12,/xbox360/605786-borderlands-game-of-the-year-edition
563344,Streets of Rage II,genesis,GEN,4.29,3.17,10.82,/genesis/563344-streets-of-rage-ii
914982,Metroid: Zero Mission,gba,GBA,4.29,3.09,12.70,/gba/914982-metroid-zero-mission
588451,Lufia II: Rise of the Sinistrals,snes,SNES,4.29,3.03,47.39,/snes/588451-lufia-ii-rise-of-the-sinistrals
164593,Fallout 4,xboxone,XONE,4.29,3.05,79.65,/xboxone/164593-fallout-4
516243,Phantasy Star Online Episode I & II,gamecube,GC,4.29,3.36,80.00+,/gamecube/516243-phantasy-star-online-episode-i-and-ii
178900,Odin Sphere Leifthrasir,ps4,PS4,4.29,2.97,52.00,/ps4/178900-odin-sphere-leifthrasir
562459,Ace Combat 5: The Unsung War,ps2,PS2,4.29,3.16,31.85,/ps2/562459-ace-combat-5-the-unsung-war
720582,Warriors Orochi 3 Ultimate,ps3,PS3,4.29,3.17,71.11,/ps3/720582-warriors-orochi-3-ultimate
679459,God of War Saga,ps3,PS3,4.29,3.23,44.21,/ps3/679459-god-of-war-saga
256222,Warcraft III: Reign of Chaos,pc,PC,4.29,3.28,47.16,/pc/256222-warcraft-iii-reign-of-chaos
933329,The Legend of Heroes: Trails in the Sky,psp,PSP,4.29,3.04,55.88,/psp/933329-the-legend-of-heroes-trails-in-the-sky
229725,The Legend of Heroes: Trails of Cold Steel,ps4,PS4,4.29,2.97,80.00+,/ps4/229725-the-legend-of-heroes-trails-of-cold-steel
636017,Sengoku Basara 3 Utage,ps3,PS3,4.29,3.01,70.35,/ps3/636017-sengoku-basara-3-utage
235218,Sonic Mania Plus,switch,NS,4.29,3.29,19.65,/switch/235218-sonic-mania-plus
194357,Batman: Arkham City - Game of the Year Edition,pc,PC,4.29,2.95,35.77,/pc/194357-batman-arkham-city-game-of-the-year-edition
228820,Bayonetta + Bayonetta 2,switch,NS,4.29,3.66,44.84,/switch/228820-bayonetta-plus-bayonetta-2
638785,Borderlands 2,ps3,PS3,4.29,3.26,54.56,/ps3/638785-borderlands-2
134274,Azure Striker Gunvolt 2,3ds,3DS,4.29,3.57,19.48,/3ds/134274-azure-striker-gunvolt-2
589393,Super Mario Advance 4: Super Mario Bros. 3,gba,GBA,4.29,3.19,17.40,/gba/589393-super-mario-advance-4-super-mario-bros-3
941876,The Elder Scrolls IV: Oblivion - Game of the Year Edition,pc,PC,4.29,2.98,78.12,/pc/941876-the-elder-scrolls-iv-oblivion-game-of-the-year-edition
182783,Grand Theft Auto: San Andreas,ps3,PS3,4.29,3.10,47.02,/ps3/182783-grand-theft-auto-san-andreas
921914,Tom Clancy's Splinter Cell: Chaos Theory,xbox,XBOX,4.29,3.39,24.39,/xbox/921914-tom-clancys-splinter-cell-chaos-theory
691380,The Walking Dead: A Telltale Games Series,ps3,PS3,4.29,2.16,15.61,/ps3/691380-the-walking-dead-a-telltale-games-series
763234,The Legend of Heroes: Trails of Cold Steel II,vita,VITA,4.29,2.95,80.00+,/vita/763234-the-legend-of-heroes-trails-of-cold-steel-ii
208426,The Legend of Heroes: Trails of Cold Steel,pc,PC,4.29,2.97,80.00+,/pc/208426-the-legend-of-heroes-trails-of-cold-steel
907714,Pokemon Blue Version,gameboy,GB,4.29,2.84,52.56,/gameboy/907714-pokemon-blue-version
943279,Rez HD,xbox360,X360,4.29,3.18,16.20,/xbox360/943279-rez-hd
